ilce_adi,mahalle_adi,tibbi_ve_aromatik_bitki_1,tibbi_ve_aromatik_bitki_2,tibbi_ve_aromatik_bitki_3,tibbi_ve_aromatik_bitki_4,tibbi_ve_aromatik_bitki_5,tibbi_ve_aromatik_bitki_6,tibbi_ve_aromatik_bitki_7,tibbi_ve_aromatik_bitki_8
Çumra,TAŞAĞIL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Çumra,UZUNKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Çumra,ÜÇHÜYÜK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Çumra,ÜRÜNLÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Çumra,YÖRÜKCAMİLİ,LAVANTA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Çumra,ÇAYBAŞI,LAVANTA,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK
Derbent,ÇİFTLİKÖZÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derbent,DEĞİŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derbent,TEKKE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derbent,GÜNEYKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derbent,MÜLAYİM,DAĞÇAYI,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derbent,SARAYPINAR,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derbent,YASSIÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derbent,SÜLEYMAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derbent,KARALAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derebucak,ÇAMLIK,DAĞÇAYI,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Derebucak,DURAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derebucak,GENCEK,NANE,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK
Derebucak,GÖYNEM,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derebucak,PINARBAŞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derebucak,TAŞLIPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derebucak,TEPEARASI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Derebucak,UĞURLU,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,BAŞKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,YAZLICA,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,AYASLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,ÇINAROBA,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,DEŞTİĞİN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,FIRINLI,KATRAN,OĞULOTU,DAĞÇAYI,KEKİK,KUŞBURNU,YOK,YOK,YOK
Doğanhisar,GÜVENDİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,İLYASLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,KARAAĞA,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,KEMER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,KOÇAŞ,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,KONAKKALE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,TEKKE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,UNCULAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,YAZIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Doğanhisar,YENİCE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,EKİZLİ,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,AKMESCİT,KEKİK,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,BESCİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,DEMİRCİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,GÖLÖREN,DAĞÇAYI,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,IŞIKLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,KARAÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,MEŞELİ,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,ÖBEKTAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Emirgazi,YAMAÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ZENGEN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ACIPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ADABAĞ,NANE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,AKHÜYÜK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ALHAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,AŞAĞI GÖNDELEN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,AŞIKLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,AZİZİYE,NANE,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,BAHÇELİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,BELCEAĞAÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,BELKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,BEYKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,BEYÖREN,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,BULGURLUK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,BURHANİYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,BÜYÜKDEDE,NANE,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK
Ereğli,ÇAKMAK,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ÇAYHAN,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ÇİLLER,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ÇİMENCİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,GAYBİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,GÖKÇEYAZI,NANE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,GÖKTÖME,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,HACIMEMİŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,KAMIŞLIKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,KARABURUN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,KARGACI,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,KIZILGEDİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,KUSKUNCUK,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,KUTÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,KUZUKUYU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,MELİCEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ORHANİYE,HAŞHAŞ,ÇÖREKOTU,NANE,KİMYON,YOK,YOK,YOK,YOK
Ereğli,ÖZGÜRLER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,PINARÖZÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,SARICA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,SARITOPALLI,NANE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,SELVİLİ,ÇÖREKOTU,NANE,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,TAŞAĞIL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,TAŞBUDAK,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,TATLIKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,TÜRKMEN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ULUMEŞE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,YAZLIK,ÇEMEN,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,YELLİCE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,YENİKÖY,KİMYON,SUSAM,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,YILDIZLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,YUKARIGÖNDELEN,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,HORTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ereğli,ACIKUYU,NANE,KEKİK,KİMYON,YOK,YOK,YOK,YOK,YOK
Güneysınır,GÜRAĞAÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,AĞAÇOBA,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,ALANÖZÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,AVCITEPE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,AYDOĞMUŞ,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,HABİLLER,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,KARAGÜNEY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,KAYAAĞZI,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,KIZILÖZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,KURUKAVAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,MEHMET ALİ,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,ÖMEROĞLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,ÖRENBOYALI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Güneysınır,SARIHACI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,AŞAĞIEŞENLER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,AŞAĞIKIZILKAYA,ÇÖREKOTU,SAFRAN,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,BADEMLİ,KATRAN,KANTARON,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,BAĞBAŞI,KEKİK,SUMAK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,BEYRELİ,ASPİR,IHLAMUR,ÇÖREKOTU,NANE,KUŞBURNU,PAPATYA,ADAÇAYI,SALEP
Hadim,BOLAT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,ÇİFTEPINAR,BİBERİYE,NANE,EKİNEZYA,KEKİK,YOK,YOK,YOK,YOK
Hadim,DEDEMLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,DÜLGERLER,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,FAKILAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,GAZİLER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,GÖYNÜKKIŞLA,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,GÜLPINAR,KEKİK,SUMAK,KANTARON,YOK,YOK,YOK,YOK,YOK
Hadim,İĞDEÖREN,NANE,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK
Hadim,KALINAĞIL,KANTARON,SALEP,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,KAPLANLI,NANE,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK
Hadim,GEZLEVİ,KEKİK,KUŞBURNU,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,KÜPLÜCE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,ODUNCU,KEKİK,KUŞBURNU,KANTARON,SALEP,YOK,YOK,YOK,YOK
Hadim,SARNIÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,SELAHATTİN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,UMURLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,YAĞCI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,YALINÇEVRE,KANTARON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,YELMEZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,YENİKONAK,KEKİK,PAPATYA,YOK,YOK,YOK,YOK,YOK,YOK
Hadim,YUKARIEŞENLER,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,İVRİZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,BÜYÜKDOĞAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,DEDELİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,DELİMAHMUTLU,BİBERİYE,KEKİK,KUŞBURNU,PAPATYA,REZENE,ADAÇAYI,YOK,YOK
Halkapınar,ESKİHİSAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,KARAYUSUFLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,KAYASARAY,NANE,KEKİK,ADAÇAYI,KANTARON,YOK,YOK,YOK,YOK
Halkapınar,KÖRLÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,KÜSERE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,OSMANKÖSELİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,SEYDİFAKILI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,YASSIKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,YAYIKLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Halkapınar,YEŞİLYURT,NANE,KEKİK,KUŞBURNU,ADAÇAYI,YOK,YOK,YOK,YOK
Halkapınar,ÇAKILLAR,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,BAŞLAMIŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,BUDAK,FESLEĞEN,ÇÖREKOTU,NANE,KEKİK,KUŞBURNU,PAPATYA,REZENE,YOK
Hüyük,BURUNSUZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,ÇAMLICA,LAVANTA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,ÇAVUŞ,OĞULOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,ÇUKURKENT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,DEĞİRMENALTI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,GÖÇERİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,GÖRÜNMEZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,İLMEN,LAVANTA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,İMRENLER,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,KIRELİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,KÖŞK,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,MUTLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,PINARBAŞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,SELKİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,SULUDERE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,TOLCA,NANE,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,YENİCE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ARGITHANI,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BEYKONAK,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇAVUŞÇUGÖL,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,AĞALAR,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BALKI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BARAKMUSLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BELEKLER,HAŞHAŞ,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BOĞAZKENT,HAŞHAŞ,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK
Ilgın,BULCUK,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BÜYÜKOBA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇİĞİL,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇATAK,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇOBANKAYA,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇÖMLEKCİ,KEKİK,ADAÇAYI,KİMYON,YOK,YOK,YOK,YOK,YOK
Ilgın,DEREKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,DIĞRAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,DÜĞER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ELDEŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GEÇİT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GEDİKÖREN,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÖSTERE,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÖKÇEYURT,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÖLYAKA,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÖKBUDAK,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÜNEYPINAR,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,HARMANYAZI,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,İHSANİYE,HAŞHAŞ,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,KAPAKLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,KARAKÖY,ANASON,HAŞHAŞ,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK
Ilgın,KALEKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,MAHMUTHİSAR,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,MECİDİYE,HAŞHAŞ,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,MİSAFİRLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,OLUKPINAR,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ORHANİYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ORMANÖZÜ,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,SADIKKÖY,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,SEBİLLER,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,TEKELER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,YUKARIÇİĞİL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,YORAZLAR,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ZAFERİYE,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,AVDAN,ANASON,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,OSMANCIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,AFŞARLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ALABAĞ,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ATLANTI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BAKIRPINAR,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BAŞKUYU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BAYRAMLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BEYKAVAĞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BULGURPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ÇAVDAR,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ÇEŞMECİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ÇUBUK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,DEMİROLUK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,HACIMEHMETLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,HACIOFLAZLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,HACIPİRLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KABACALI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KAMIŞLIÖZÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KARAHİSARLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KARAKURTLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KARASEVİNÇ,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KARAYÜRÜKLÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KIZILKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KOLUKISA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KONURÖREN,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KÖKEZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KÖYLÜTOLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KURTHASANLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KÜÇÜKKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,MAHMUDİYE,ANASON,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK
Kadınhanı,MEYDANLI,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ÖRNEK,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,PİRALİ,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,PUSAT,REZENE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,SAÇIKARA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,SARIKAYA,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,SÖĞÜTÖZÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ŞAHÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,TOSUNOĞLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,YAĞLICA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
