ilce_adi,mahalle_adi,tibbi_ve_aromatik_bitki_1,tibbi_ve_aromatik_bitki_2,tibbi_ve_aromatik_bitki_3,tibbi_ve_aromatik_bitki_4,tibbi_ve_aromatik_bitki_5,tibbi_ve_aromatik_bitki_6,tibbi_ve_aromatik_bitki_7,tibbi_ve_aromatik_bitki_8
Kadınhanı,YAYLAYAKA,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,HOTAMIŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KESMEZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,AKÇAYAZI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,AKÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,ÇİĞİL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,HASANOBA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,İSLİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KARAKIŞLA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KAYACIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KAYALI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KAZANHÜYÜĞÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KÜÇÜKAŞLAMA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,ORTAOBA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,OYMALI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,SAZLIPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,YAĞMAPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,YENİKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,YEŞİLYURT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YARMA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ACIDORT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,AĞSAKLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,AKBAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,AKÖRENKIŞLA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,BAKIRTOLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,BAŞGÖTÜREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,BEŞAĞIL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,BÜYÜKBURNAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ÇENGİLTİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,DİVANLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ESENTEPE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,GÖÇÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,HAYIROĞLU MERKEZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,İPEKLER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,İSMİL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KARADONA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KARAKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KATRANCI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KIZÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KÖSEALİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,OBRUK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,OVAKAVAĞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,SAKYATAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,SÜRÜÇ,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ŞATIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YAĞLIBAYAT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YAVŞANKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YENİCE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YENİKENT,ASPİR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ZİNCİRLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ACIKUYU,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,AĞILBAŞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ALTILAR,ASPİR,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ARŞINCA,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BEŞKARDEŞ,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BOĞAZÖREN,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BOZAN,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BURUNAĞIL,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,CANIMANA,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,CELEP,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,DİPDEDE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,DOĞUTEPE,ASPİR,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,FEVZİYE,ASPİR,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,GÖKLER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,GÜZELYAYLA,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,HİSAR,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KARACADAĞ,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KARACADERE,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KIRKKUYU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KIRKPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KOZANLI,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KÖMÜŞİNİ,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KÖŞKER,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,SARIYAYLA,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,SEYİTAHMETLİ,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,SOĞUKKUYU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ŞEREFLİ,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,TAVLIÖREN,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ÖMERANLI,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,TUZYAKA,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,YARAŞLI,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,YAZIÇAYIR,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,YEŞİLTEPE,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,YEŞİLYURT,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ZİNCİRLİKUYU,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BAHADIRLI,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,DEĞİRMENÖZÜ,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Meram,ERENKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,YATAĞAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,GÖKYURT,ÇÖREKOTU,GİLABURU,YOK,YOK,YOK,YOK,YOK,YOK
Meram,BAYAT,ADAÇAYI,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,BORUKTOLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,BOTSA,ASPİR,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK
Meram,ÇAYIRBAĞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,ÇOMAKLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,ÇUKURÇİMEN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,EVLİYATEKKE,ÇÖREKOTU,GİLABURU,YOK,YOK,YOK,YOK,YOK,YOK
Meram,HATUNSARAY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,İKİPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,İLYASBABA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,İNLİCE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KARAAĞAÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAVAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAYADİBİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAYALI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAYHÜYÜK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KIZILÖREN,GOJİBERRY,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK
Meram,KUMRALI,DAĞÇAYI,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,SADIKLAR,DAĞÇAYI,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,SAĞLIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,SARIKIZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,SEFAKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,YEŞİLDERE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,YEŞİLTEKKE,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAŞINHANI,LAVANTA,NANE,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,LADİK,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,BAHÇESARAY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,BAŞHÜYÜK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,BOYALI,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,BÜYÜKZENGİ,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,ÇEŞMELİSEBİL,ÇÖREKOTU,NANE,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,DEĞİRMENLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,ERTUĞRUL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,GÖZLÜ,NANE,ADAÇAYI,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KADIOĞLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KARABIYIK,ANASON,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KARATEPE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KAYIÖREN,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KONAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KURŞUNLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KUYULUSEBİL,ANASON,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,ÖZKENT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,YENİCEKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,BAŞARAKAVAK,NANE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SARAYKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SULUTAS,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,TATKÖY,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,AKPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,BAĞRIKURT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,BİÇER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ÇALDERE,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ÇALTI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ÇANDIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,DAĞDERE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,EĞRİBAYAT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,GÜVENÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KALE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KARAÖMERLER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KERVAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KINIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KIZILCAKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,MEYDAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SELAHATTİN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SIZMA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,TEPEKENT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ULUMUHSİNE,ÇÖREKOTU,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,YAZIBELEN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SİLLE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ARDIÇLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,AŞAĞIPINARBAŞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,YUKARIPINARBAŞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KÜÇÜKMUHSİNE,NANE,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK
Selçuklu,SARICALAR,DAĞÇAYI,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,TÖMEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,YÜKSELEN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KESECİK,NANE,KEKİK,ADAÇAYI,YOK,YOK,YOK,YOK,YOK
Seydişehir,AKÇALAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,AŞAĞIKARAÖREN,HAŞHAŞ,SUSAM,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,BAŞKARAÖREN,HAŞHAŞ,SUSAM,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,BOSTANDERE,KATRAN,KEKİK,PAPATYA,YOK,YOK,YOK,YOK,YOK
Seydişehir,BOYALI,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,BÜKÇE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,ÇAT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,ÇATMAKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,ÇAVUŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,DİKİLİTAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,GEVREKLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,GÖKÇEHÜYÜK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,GÖKHÜYÜK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,GÖLYÜZÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,IRMAKLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,İNCESU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KARABULAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KARACAÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KAVAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KETENLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KIZILCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KOZLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KUMLUCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KURAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,MADENLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,MESUDİYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,MURADİYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,OĞLAKÇI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,ORTAKARAÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,SARAYCIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,SUSUZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,TARAŞÇI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,TAŞAĞIL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,TEPECİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,TOL,SUSAM,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,UFACIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,YAYLACIK,ELMACIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,YENİCE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,AFŞAR,KEKİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,BALCILAR,KEKİK,KUŞBURNU,PAPATYA,KIRKKİLİTOTU,ALIÇ,YOK,YOK,YOK
Taşkent,BOLAY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,ÇETMİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,KECİMEN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,KONGUL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,SAZAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,ILICAPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,KONARI,NANE,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,MEVLÜTLÜ,ASPİR,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,KORAŞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,ÇÖĞÜRLÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,TURSUNLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,KUNDULLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,PAZARKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,SUBATAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,GÜRSU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,ERDOĞDU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,KÖKLÜCE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yalıhüyük,SARAY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yalıhüyük,ARASÖĞÜT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KUZÖREN,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KOÇYAZI,ANASON,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK
Yunak,TURGUT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,PİRİBEYLİ,ANASON,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SÜLÜKLÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ALTINÖZ,ÇÖREKOTU,REZENE,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,AYRITEPE,ANASON,DAĞÇAYI,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,BEŞIŞIKLI,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,CEBRAİL,ANASON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ÇAYIRBAŞI,ANASON,ÇÖREKOTU,KİŞNİŞ,KİMYON,YOK,YOK,YOK,YOK
Yunak,EĞRİKUYU,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,HACIÖMEROĞLU,ANASON,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK
Yunak,HATIRLI,ANASON,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK
Yunak,HACIFAKILI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,HARUNLAR,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,HURSUNLU,DAĞÇAYI,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,İMAMOĞLU,ANASON,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KARGALI,ÇÖREKOTU,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KARAYAYLA,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KILLAR,ANASON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KURTUŞAĞI,ASPİR,ANASON,DAĞÇAYI,KİMYON,YOK,YOK,YOK,YOK
Yunak,KUYUBAŞI,ANASON,ÇÖREKOTU,KİŞNİŞ,KİMYON,YOK,YOK,YOK,YOK
Yunak,MEŞELİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ODABAŞI,ANASON,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ORTAKIŞLA,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ÖZYAYLA,ANASON,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SERTLER,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SEVİNÇ,KEKİK,ADAÇAYI,KİMYON,YOK,YOK,YOK,YOK,YOK
Yunak,SIRAM,REZENE,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SİNANLI,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,YAVAŞLI,ANASON,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,YEŞİLOBA,ANASON,KEKİK,KİMYON,YOK,YOK,YOK,YOK,YOK
Yunak,YEŞİLYAYLA,ÇÖREKOTU,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,YIĞAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SARAY,ASPİR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
